lambda0,slope,log_likelihood
2.66489673469558e-09,0.559514557882643,-5675.91770931628
3.86192466210275e-09,0.589164166015944,-5524.17857628683
1.16073891897388e-05,-0.959572493669805,-5453.12546599562
1.62594467318459e-05,-1.01137722649669,-5430.55420422241
2.95573770913263e-06,-0.647314841635006,-5395.40518987106
1.12156684818987e-08,0.574084628125946,-5234.94036250096
1.90940011570929e-10,1.49767909010357,-5072.14570379998
1.0207138890094e-05,-0.641761309588792,-5025.38781731036
8.07800049700365e-06,-0.444178011804372,-4804.43722259261
0.0594448415226716,1.22162988686336,-4785.69738978591
3.36768001099553e-06,-0.219919829220817,-4731.59996245945
0.00680828202001517,-1.62227972829007,-4562.05538762682
9.2314129475552e-06,-0.183228860057972,-4383.43510835081
1.61322242191688e-09,1.54544169534396,-4379.08666496741
2068.2290358083,-0.537463319520207,-4239.03976925537
3.7443323652177e-06,0.0995450954449974,-4232.94573930788
0.000203046642551141,-0.686868898776037,-4218.24399575163
8.50425095048501e-09,1.34125472929064,-4192.61506427081
0.109409632189006,-1.92258083278541,-4190.94380799583
9.10228032296322e-05,-0.467876885086647,-4131.91861317961
2.33668970675194e-06,0.267870308671649,-4124.19802133648
0.0357501238169407,-1.65117842261669,-4120.14196451771
1.30154451203626e-05,-0.0679477883234457,-4114.3544818108
2.45278208975937e-06,0.308544066219304,-4050.49328362453
0.0454199981624628,-1.6250795299242,-4012.04106663151
0.088510922557479,-1.52931786041936,-3677.08776964029
2.86774982411343e-05,0.0842682044986824,-3660.83759733481
0.00498065994759919,-0.928368064833904,-3637.44106816324
4.2088638788814e-07,1.00913638403317,-3539.51547451582
0.000357880757156138,-0.328539847868818,-3528.15596079887
1.01166652020895e-05,0.491584556934004,-3368.77136375916
2183.16624771653,-1.17941430426544,-3364.04813205315
1.3340548788782e-05,0.489196134849774,-3291.49441540964
0.550578845964875,-1.60701206291089,-3257.6772196654
0.0508111262240145,-1.12441211926783,-3246.33112564243
2009.78422637703,-0.868612577604067,-3242.59581809642
1.16614095180576,-1.74136883302158,-3235.95923287495
0.173858175917833,-1.34446137207786,-3209.44676945117
0.000585593480596494,-0.174362271576164,-3158.6533926755
0.978917417492595,-1.61096214649765,-3095.95536430382
6.91066247347036,0.615704076488902,-3089.45550213647
0.0062250795110641,-0.5806560474231,-3063.27357711074
0.185710350307921,-1.23388634476427,-3028.33485180592
1407.02720997346,-1.87930755609277,-3025.18422666078
7.75637342623136e-07,1.303829915845,-2929.70512738294
0.000241960381735377,0.174930174791329,-2905.37697841001
0.00337289980459537,-0.341802003574954,-2892.5299375086
1.68817364083747e-05,0.715443162651272,-2891.54276913378
8.58575483746671,-1.84224904293459,-2809.48621609965
1.94750873410891e-05,0.74645149193619,-2804.42864369267
0.00809887946358687,-0.442892400965924,-2784.75913836012
1315.55794870854,-0.489271504060588,-2723.71742012937
8.87098548853139e-06,0.983449189384858,-2687.1465895745
0.0139496804750784,-0.441388278170963,-2623.8039364065
0.0502209831939925,1.16938117734029,-2602.28618413233
1349.02372448274,-1.5359654896683,-2593.27508089464
0.00714615582092341,-0.263093322802808,-2558.08372693779
0.000893787286060977,0.170892275730048,-2529.74954902861
0.0012209088300493,0.118768301861789,-2514.98958965726
0.000103385112903506,0.620831439684656,-2500.92249439771
3.1937717022065e-05,0.86275355102785,-2489.82371972799
0.0038219933517879,-0.076969865198601,-2468.33233236631
0.000141144948516203,0.581925418433302,-2466.97404701546
7.9049695953244e-07,1.63246771863534,-2445.2662743432
0.00305863068651536,-0.00418994634789963,-2426.84384709838
0.0269184910039629,-0.417788978149483,-2397.34536134943
0.00500440523170993,-0.0379935931082798,-2332.57823679649
0.340675827328562,-0.874564961931696,-2325.4416518908
474.84696967954,-1.91530346508884,-2291.34482387622
0.000657216349518159,0.406003965731947,-2275.37584189567
0.000360890446102341,0.529327723883694,-2269.89362653155
0.00084631593959465,0.373821698107254,-2248.65169732469
0.00922746397584749,-0.0760641948910475,-2209.67349111103
3.45907088690929e-06,1.51452770983604,-2188.2363426398
15.9803863738555,0.47098991082366,-2154.43114003618
0.0079208973130511,1.34695997081358,-2140.37676251885
1069.05596040172,-0.496794033257029,-2132.32274404266
0.143497699806527,-0.569695358999451,-2131.32436486786
962.712921259441,-1.46499632463405,-2120.8779381842
11.0716163529418,-1.41935271663453,-2120.51754693015
0.0806848113335583,-0.437828420139216,-2106.29101998471
6.59682440108224e-05,0.987422705261315,-2096.12595469809
0.433959846165228,-0.691800136633936,-1987.48785238276
0.14449060698989,-0.466768310232195,-1978.68014114723
0.180256386687416,-0.495659787052517,-1956.47108316737
0.00219615908007444,0.39708376921671,-1936.31065784138
1.11406369721367,-0.813112903685021,-1890.92001060886
0.0863176437908744,-0.301408141251474,-1886.9572130226
0.000212673437013226,0.931058702219146,-1837.60078525103
4.19444775126718,-1.03231210909597,-1829.22293139339
0.0274147344648922,-0.0175882574649966,-1806.29348430366
5.60184806020168e-05,1.24399497839604,-1773.21539564453
0.000191915288109125,1.01688867778618,-1743.24217804037
0.350570209261016,-0.481453544190673,-1741.89238994823
0.0726583932458,1.07838290029635,-1723.47936925288
0.000226850246681146,1.00851144057415,-1706.96123521591
7.19318268609962e-05,1.27150024422853,-1663.53027051317
0.000438689897509583,0.908860537576997,-1659.77287162769
0.606300888778983,-0.491991831474032,-1597.99720538999
0.045450561334394,0.0288772089674136,-1590.91478312687
778.878927985788,-1.05301501291896,-1523.77179678065
0.00210123157073523,0.695703689417518,-1513.99314934118
0.424929304073694,-0.358627417124598,-1506.36624010918
0.00462117728874159,0.543710661333689,-1505.64765241606
1.02541089771838,-0.513767184400224,-1477.42684642608
0.0442349717420791,0.128966286745928,-1452.62664572788
122.667018560275,-1.33889751072674,-1452.08687310447
819.716430413197,-0.624349036350369,-1446.80951289401
0.00292849241093849,0.682716859857672,-1436.63431955919
0.0425662798825219,0.156103012962593,-1424.2294547344
359.696636987872,-1.28917749363687,-1395.39388570636
0.480272859148281,-0.295732747496544,-1378.94596035975
197.575909994104,-1.30983307802949,-1374.71078740502
601.077507298984,-1.03160436608696,-1305.85270088853
0.742796234794947,-0.330419000301968,-1303.15936852075
115.897667603787,0.120788361446988,-1283.59253323093
1.1375576137225,-0.398215137616912,-1278.81313934135
710.162218356696,-0.807242459171336,-1276.42188526366
59.78323697359,-1.12580367035975,-1272.23331867854
1.48382594246326,-0.440762310694389,-1264.21954426059
0.0245427606052602,0.384365541950165,-1252.28619666634
199.621100942576,0.00681258971422347,-1232.28303861408
0.0765493254646994,0.1720844357316,-1230.38832815923
0.000740280125944,1.12500262577429,-1215.29380350481
0.799732621234301,-0.278842957436894,-1206.62757211041
0.134193965014745,0.0772424122759555,-1205.39854781275
0.0760756783983029,0.225701343345468,-1154.40493457363
2.14383545722388,-0.436994733682844,-1153.12276734398
55.9461310365773,-1.01577837238591,-1129.74255256683
95.1164720059212,0.140074022079841,-1129.51040318868
315.230605226156,-0.131044408774462,-1116.31979070781
0.283482318862082,0.877088788260893,-1115.08854991798
627.356602843138,-0.621458333144531,-1111.69503463823
3.36930192585018,0.595780998252604,-1099.01053488612
10.0396651016708,0.461504190148506,-1092.68674391687
0.00308642522496764,0.928581130251382,-1080.33454531612
475.990705048241,-0.927520983538645,-1075.03755079401
573.459514001423,-0.475280988868129,-1074.02879883832
0.434493656711145,-0.0557070689014241,-1058.44538915241
0.00107425210920577,1.21777952652268,-1031.15045201315
14.4506265033515,-0.700758662915097,-1004.77471767154
0.00480521853015589,0.898922600123679,-999.1856830303
20.5238318819986,-0.754868008325543,-991.594219814651
12.3147766337228,-0.661580933314949,-990.874098448575
3.38584409669278,-0.41218200344846,-987.232777980681
7.4336204502529,-0.555442612832613,-974.848715193748
0.0013786386270741,1.26523324264925,-970.414048766487
0.0147532555678819,0.691271020162958,-964.065532734513
0.00172079044627664,1.20698458665451,-949.766828089483
1.98806675766782,-0.279048057305795,-945.599939193426
0.0268041658515881,0.584094858568288,-943.344534341629
2.10232952870822,-0.282338117424629,-934.474219746814
9.0030638430757,-0.544472017842357,-906.830544356776
0.0511737263866876,0.489006754050853,-892.841505044648
11.2136636499125,-0.566297705429786,-879.163545483931
4.11839103469741,-0.367121369984498,-867.274211330521
2.13463472468758,-0.238642036870848,-867.141353353534
305.455218368882,-0.183068891270792,-860.519833037673
17.0096170273722,-0.620461872799676,-847.673232373299
0.202619732830788,0.876574483682945,-838.841454493137
1.61709396332077,-0.161185832650204,-834.389009244683
0.0177911090042723,0.755586281150374,-830.484403428212
0.760072180898078,-0.00690442897113416,-827.647226157642
289.388384488747,-0.174222949643224,-823.082359221713
0.0171124310321872,0.776156339995709,-815.855014537353
0.165480788514255,0.891420874008212,-805.648996681208
2.06906443221997,-0.180651202939962,-792.685918486325
6.98109007034633,-0.413158364634436,-787.8055208977
99.952309272523,-0.832935112002498,-781.70075697177
2.79236368395807,-0.214580357879063,-757.123748562448
211.382208028286,-0.829990823892577,-756.630607856098
0.0650994308624791,0.541233340724281,-755.622540256551
3.33934838917728,-0.240412730240411,-744.154205089743
1.23113971197518,0.670767246472974,-740.61813756051
0.283004086306594,0.257734723297597,-733.035339135748
0.296078535920525,0.251022396757322,-729.700282439799
0.646813366846668,0.0969758930633373,-725.71224646669
0.0125563376283279,1.06166005235888,-724.957856204259
38.2970476688768,-0.661817685681905,-713.52008001036
327.934378335453,-0.688693457395297,-704.944124952256
1.5664752206796,-0.0607150910203769,-699.992582195743
2.85297091591868,-0.175479892504485,-695.503523714186
0.0333312302354151,1.00405743387418,-695.388803325127
377.973194558203,-0.542247330491458,-689.987872478565
187.72823409884,-0.775028407957336,-684.024824862931
0.0173729098906212,1.00609733292087,-674.989928517905
2.66139259678341,0.570590971530206,-645.476089593022
119.845018534361,-0.736090046924373,-640.002411782312
5.63794061817781,0.479388634109293,-621.038187415412
0.0279815058664832,0.940340970966285,-615.087419045242
0.546263269042101,0.215784875708022,-608.069068774413
15.0634038979568,-0.418776797829254,-594.526121824914
7.53691582476992,-0.289614483146012,-592.590281963873
0.118616473287232,0.866116691394229,-581.648248340032
48.5757854997756,0.180718344992034,-580.668630063343
0.835992962798622,0.151800101039315,-578.304729631212
6.84568366250092,-0.259488671991949,-575.972615405279
114.413087102963,-0.681335745266738,-574.834233558807
13.2064852928092,0.365713285530256,-570.192862935805
7.99715548178057,-0.282749626999668,-567.463348758029
0.0462074986640599,0.822863038426126,-558.712119393867
0.124330482806226,0.85027535962101,-551.10058953408
7.72056121151463,-0.26257902958006,-548.674299026833
0.476295598515994,0.290220429895745,-546.109877064185
0.0602084845556698,0.878792462266948,-544.25827235856
0.540218473727635,0.269004235434149,-540.082000483467
2.37698903447243,-0.0243363808824522,-534.222754342858
69.2271529858508,-0.606769928009755,-532.885471036443
8.78473996644826,0.411486536443369,-532.743237462138
0.341671418291944,0.75935698341578,-528.308881640226
32.8260492623276,0.232441645424311,-527.022662640317
0.476831986923135,0.309402228623951,-521.050698601954
2.13057919093112,0.57394980491096,-520.620343126441
10.8162296104257,-0.302445818108031,-517.005783932106
0.0661244384597922,0.826719274128348,-513.083055889263
159.672072733425,-0.0813274890074258,-505.590288209776
0.713775847972865,0.247748381788198,-493.518859500862
0.404096534480823,0.73287913744744,-490.826293665211
107.061561109877,-0.608276492523693,-490.340977738223
97.2502795522065,-0.597185079197098,-483.505270227517
1.58158631380111,0.0964533469200035,-480.351880659304
7.57046120957828,-0.201877286949963,-470.440282198711
18.4267612720231,-0.355746876276698,-459.845202352195
15.8576690977088,-0.329206461826214,-459.463934965701
241.124171428398,-0.473736553757699,-455.331337976034
137.319907547174,-0.0571949995610587,-452.449717564899
98.6542444305003,-0.568237325859802,-448.020928562287
0.928603441431602,0.229883882703571,-447.34303262769
0.147258862498522,0.646438359016065,-446.87249417199
0.571805142052696,0.346106014549718,-429.234171456641
219.034626096737,-0.480407548327307,-429.204621997686
206.655158877043,-0.496038032791774,-424.336431654231
115.42932339013,-0.0224271302086787,-421.938136615658
1.05744052738431,0.226609211190936,-417.925633908977
214.003102258458,-0.465430944251393,-414.17606352844
0.200037311906358,0.609326388702747,-413.236001895017
31.6373299712851,-0.405947734504978,-408.886597372432
14.4039966181279,0.324805454890354,-404.227309197557
0.229828186036161,0.60398394243225,-391.251127114326
0.218256461533593,0.622083744533531,-390.797790978637
61.7737867872115,0.100334276432068,-390.17010625578
4.53743853252811,-0.0428487506470841,-388.883480323688
3.05875951061898,0.0391911172525475,-382.94566622345
0.24732062398203,0.60439728254724,-378.464343446099
4.67449223546225,-0.0359608719140828,-372.382427271542
0.605435320301634,0.390927175144255,-366.116147161031
16.8833542157006,0.295326399545992,-365.242619437437
0.483350868702046,0.449800142458919,-359.440009228616
0.692064810266777,0.369198040401546,-357.665439782574
0.497245598502635,0.44668325359802,-356.140171686154
1.77161310481555,0.552770513346621,-355.261855639767
5.63098503189666,0.429095136266329,-354.173296659409
79.9271849655682,-0.473600131602896,-354.138937403349
54.6169210395475,0.113123998706805,-353.743979221722
50.2048178873473,-0.411793631745107,-335.739784306196
24.1195727821051,-0.305587178033538,-335.287295481393
0.3543120438964,0.581437768524342,-331.908669505939
0.697089400685206,0.396480810783904,-329.060463722336
0.456343634373536,0.504141532350075,-328.059263284056
0.363400704132777,0.62739852180543,-327.64423603707
2.61113143499403,0.504726121412432,-325.737679138209
11.2995865660394,-0.166453361053002,-325.460408096993
0.375455765357535,0.595559472487751,-321.737362594528
5.1332109895888,0.42950033913932,-315.727185526988
85.0105055226809,-0.44154226879405,-314.464102476411
37.879385197247,-0.354688383363465,-311.276625262559
0.921986759381598,0.590195875183809,-307.835293198499
155.316331793502,-0.404586337833741,-307.704386155702
2.87410046339238,0.112531410012438,-307.259335959816
115.723061299999,-0.0707009111041099,-305.556998820199
0.638640849886091,0.447112350189732,-304.358794513069
29.456846717323,-0.306935453988943,-297.875130613431
123.461638799229,-0.420793901690566,-293.953816517702
0.924734508931166,0.581287371958036,-293.199324504984
1.98099769970487,0.202028292595641,-292.553300163667
16.5337215404011,-0.206820645376481,-290.976912178473
2.42735100090784,0.49848847375944,-286.674183911307
0.594374334080866,0.588842855620785,-286.621329556846
1.37822651485662,0.287465243228903,-284.728472020025
1.46466002757479,0.542585581126859,-284.154299722598
0.554457005747564,0.573713023215116,-283.592908554087
81.6258567983947,-0.405096272149333,-278.488938444565
53.3994443398713,0.0944626583185489,-277.506709326501
31.5329833412633,0.183285839346694,-277.277621276268
7.7137817640668,-0.0541024490094809,-273.910987727445
26.5699343370863,-0.264906904667375,-266.285738853848
2.09680946921002,0.214505335601008,-265.927626042968
154.050313851334,-0.301670324251078,-263.407624101827
149.880963798183,-0.322497399574525,-261.420351167054
4.23882860020982,0.076024791561286,-258.141701582216
58.5568522526398,-0.357694338066214,-254.56854116835
10.4863045400237,-0.0940450280931925,-252.735609224463
129.652956829579,-0.149702060418325,-252.509155202718
1.41555355369917,0.52732048517113,-252.152335287373
45.4737681604878,-0.327449658610311,-251.530939132155
1.33603035915626,0.331253571991498,-250.513374458175
1.35277352351019,0.527131161332543,-247.588062893384
14.6735027313795,-0.150093270767447,-247.286477474687
44.7733046745587,0.115756346049023,-246.654349959876
21.6644680415263,-0.214758567982907,-245.380257977431
2.22732666925402,0.221512833032489,-245.252985230901
3.24051175874892,0.143568598274949,-243.783704155745
0.917240356663289,0.533532967860222,-242.935331783128
0.827088343260137,0.504010667597884,-241.333846982892
1.03533585060923,0.53159068711427,-240.554399611371
10.8251679184668,-0.085176639330414,-235.266583125955
0.947727449248558,0.451569021623219,-234.811323549691
72.0741855229468,0.0160678419398223,-233.062101050342
137.779323711666,-0.259059321846719,-229.476046526664
2.22676472343405,0.241734530743814,-225.591484056583
1.33418928249621,0.36427887478507,-225.495651161927
1.22298151632858,0.51109694932413,-225.211537373575
100.399689767321,-0.0765513782012721,-224.999027582245
3.15392994440845,0.168684579673472,-223.26731143598
123.498087059765,-0.300980080052779,-216.094142709853
1.13797035954637,0.493213626510866,-215.987661691514
33.4575617337305,-0.25428412543155,-214.626264674291
29.7220036723717,0.17206330266338,-214.037575344795
6.42361082146592,0.0347863188229107,-211.517035425956
94.4489157494629,-0.068848029645221,-209.307902702383
8.27916639686227,-0.00983166767047232,-206.482666712136
120.666811905803,-0.284663656083235,-206.058167736499
64.1515447418942,-0.316141588233968,-204.464568269503
45.8497018123198,0.0937402115763154,-200.525493350109
16.5762024692343,-0.130915703908439,-200.402119340734
1.29446806987697,0.457961205953804,-199.247487294038
1.58503278086202,0.47305061071531,-197.428172380794
1.39168329033855,0.410500501839996,-196.110736237156
44.8766016355995,0.0956240289824336,-195.72715105918
2.72281004483822,0.443805660573452,-195.369891066181
1.54515541950978,0.379330784724062,-193.044440311864
1.42787524181144,0.415824526290188,-191.636926862524
3.61404233233858,0.172436506281459,-190.953625113321
4.17687047898834,0.14468603164379,-188.001309281662
86.2096258504492,-0.303175823641502,-186.266992306052
29.018301295576,-0.207167170840621,-185.465062436499
1.52637209824853,0.435058750035253,-183.948950736659
6.2275246876681,0.0672898946319301,-183.369526699009
13.8484220634542,-0.0834572910635912,-182.69916481867
6.51080720216139,0.0601156584250786,-181.612397831363
7.59059285987638,0.030236722524983,-181.235552463953
29.2595543143121,-0.203267331289617,-180.028146486078
7.40246349290038,0.0369421841350347,-179.35431958814
1.63699239089949,0.398184486475428,-179.300077089129
2.31295502885901,0.293521366119832,-176.354571418226
20.3665642357489,-0.142923237490986,-175.545259985049
25.4745455624457,0.180844236363481,-175.429725055942
13.8940954607049,-0.0750376794634369,-172.972329883477
4.22023885634167,0.159853293542795,-171.654867230462
58.8107376373775,-0.271614857423738,-168.909629308427
2.40675275020989,0.298624634247765,-166.513863976477
2.11502458421105,0.337582588744066,-165.900124628396
2.41291121388921,0.298995666205265,-165.879996746808
2.66790700602678,0.273290096731466,-165.475761871073
5.76512609796546,0.10205479706617,-164.345743438377
6.81180082130793,0.342436271114632,-163.942686435719
6.30635742068573,0.350337034378367,-163.853564298998
2.88519759040639,0.415095087886599,-163.405060675651
36.9428634732395,-0.217645551189707,-162.210532094212
2.10279124765045,0.353665208094308,-160.558718049288
2.06785815765946,0.364121279093333,-159.681641488215
11.979467731199,-0.0348417628897392,-158.901610858035
6.47621931748215,0.344544724848503,-158.095307986567
6.31055808294702,0.0906604532660977,-157.551147605867
2.2107362802675,0.352752324266805,-154.665411414528
41.4339569939265,0.0898548884854194,-152.772403054306
4.3436641942055,0.176162327103421,-152.023194542019
10.2862683424094,0.290167377450919,-150.340843980877
3.83541204640391,0.208197838982566,-149.063150697856
2.73013344165468,0.39833738234068,-147.634469661625
13.1707287780383,-0.040878338041043,-147.466545864695
3.28831080487578,0.248768579600446,-146.729322407116
2.36628632339438,0.362940177343167,-145.633628300003
40.6860047020271,-0.211778998139436,-145.519373490556
91.0224995396383,-0.137140958580817,-143.629621011373
32.6749283439849,0.126546091691231,-143.073801398068
2.43497029076614,0.36258955967067,-143.051885669146
14.0597082345756,-0.0477345296293445,-142.586044575968
56.8185266356006,0.0188778452746328,-142.256628812721
28.5749396719864,-0.160839636107243,-140.417107612954
25.5684480425309,0.163157714387634,-137.963629170946
17.0229884284925,-0.0744946290213315,-135.979188175622
4.22370824984867,0.204109575060126,-135.515963281429
37.7148033379832,-0.191496652132458,-134.957063976041
4.25978571347942,0.36331817632662,-133.13637314152
4.46331401749543,0.357940849372864,-130.675863972648
15.9990647579706,-0.0582279819514459,-130.568922510914
3.95904120826702,0.230519889054433,-128.625476783113
39.6177518039762,-0.18874500408227,-127.482353783591
10.6705803283397,0.0197491260536604,-126.652466074034
9.54410219949713,0.0422016167580322,-125.799829645975
19.4707637126476,-0.0831141067405831,-122.619709851261
21.5254883637111,0.180199966052447,-121.832158378618
62.85700688429,-0.213248521689252,-121.63036586991
3.25296972288232,0.328526658033427,-119.75687513182
5.36299222838928,0.172566941846344,-118.444104469997
3.58523103491345,0.346627770653977,-118.187686479737
5.93792437063625,0.150610502682399,-117.603859757065
11.1191281445448,0.262878776049096,-117.34341006453
69.0733405124572,-0.203004630764207,-117.175992920032
76.4395365235225,-0.102220933109118,-117.074413957137
14.3818693835389,-0.0250000647776204,-117.046556124346
14.5186233086017,-0.0261956107372682,-116.593299399907
3.68882734929665,0.338981426608352,-114.647447709087
3.85814644367481,0.27249056536165,-112.463046505187
75.1606552713359,-0.177354808703176,-112.359132825702
11.5270032153579,0.0217027991899555,-111.781336202642
3.65013506508752,0.320994908341615,-111.360722820217
66.3875548130262,-0.0543780179932594,-110.718894218731
4.69884559861625,0.331838070697615,-110.233297816553
16.9926902904958,-0.0450446940280761,-108.747652366014
8.73519696918577,0.282939364208941,-108.615971774079
31.0713599774998,-0.137153115795844,-108.383565046284
62.5976485521596,-0.188462831657483,-107.125009637368
9.82390113653229,0.0592154481597733,-106.302168422686
25.6296200822235,0.144537460888682,-105.853397421142
6.38946038194965,0.307880875877934,-105.187071293037
73.7753424624869,-0.146949612187153,-104.948076147296
22.1135666730685,-0.0836096627523857,-104.588349729163
51.4017151482055,-0.180600407933586,-104.051359925777
15.6771976010889,-0.025449782880625,-103.857209520782
4.33676978610914,0.309855469915966,-100.742005495016
34.8688393644654,-0.14166608037563,-100.354341727614
5.20104147415702,0.213087851709437,-99.1798345748568
47.9580150581335,0.0215575539093847,-97.8149355113076
13.268470381087,0.229089645748612,-97.5853187140535
30.1281254725658,0.111993377564353,-96.6140127727227
68.0686104588874,-0.102294403862925,-95.776767754177
29.2319342830009,0.115992481078588,-95.1236049003155
57.5262063929027,-0.166829119178063,-94.8317098539657
9.57683412994722,0.262409394117616,-94.4436322850584
23.6720321392079,0.149001647268489,-94.3430780074396
5.71833842598333,0.300991114512827,-94.2725894201776
4.7290424537595,0.295682059625835,-94.1689720190101
6.99756970185992,0.149773846933235,-93.039874518161
16.6248893684721,-0.0222277086296729,-92.5512224331163
35.2974389754632,0.0801666092501664,-91.9011077319376
8.13954041609205,0.27451833158972,-91.2726885103324
18.3805598186614,-0.0377040311526536,-91.1956567927191
8.17244865684759,0.118737340570599,-90.5013450604179
36.5877321247802,-0.133695952007931,-90.2537971851997
11.562387481748,0.238652534493285,-89.566115590883
10.6141989229269,0.247349605141893,-89.087105183268
6.39110233425972,0.180732968180591,-88.1873498572652
61.9116605737504,-0.0720099266869239,-88.1718100332811
7.26082322217327,0.149806197402977,-87.8939190195772
47.3396016441266,0.0134171306760366,-87.3058806022354
5.15840202691513,0.255649187756491,-87.2882531379897
10.9949008430131,0.0623743104513682,-86.6194662274963
6.02091088452623,0.203367591354608,-85.4504373105455
7.01827392420414,0.163746530459724,-84.7646360077796
58.1815300522356,-0.137137997445035,-83.0724596036368
8.0377395628969,0.135064142599587,-82.7158753398271
19.7680115380341,-0.0389150982066423,-82.6491859888385
5.91735510011034,0.218522233174904,-82.223529514182
10.8281441907211,0.0719861916050546,-82.0125915919927
39.8283727335196,-0.128383683917511,-81.1289148285326
21.131783615355,-0.0474816035607678,-81.0029050642886
37.9436876369701,-0.123264536710281,-80.5825425058644
6.9226320137784,0.270796395454583,-80.2481082352128
32.6197424217885,0.084561803822214,-80.1131878421549
51.7427917135897,-0.137313218264106,-79.9019443967294
7.04281003363522,0.267695073041804,-78.8555362376912
19.4898908437474,-0.0313565900727815,-78.6952892646696
58.6454738959227,-0.114259664101681,-78.3447649593318
8.84505523109684,0.253201545935367,-78.2886578132574
53.1991488538446,-0.132118975719285,-78.2189951445552
50.1062465644325,-0.133956124052336,-78.2091899115078
6.74359615979433,0.189337392426365,-78.0804279567559
5.93262552114098,0.252445012622737,-77.8346730945503
18.6515159224706,0.170468306813938,-77.6754613539908
15.0108902650347,0.0155258907830075,-77.5008283595189
13.6755612406579,0.20879841470118,-76.9401892437231
6.06918015836429,0.249722078095805,-76.4568981209454
7.16512823096509,0.261468140239292,-75.8735859111091
11.6094841895656,0.0670571298672981,-75.8730786678775
10.6461499449384,0.0849557498066879,-75.7707667195455
13.2350424523979,0.0438401327017764,-74.1775345112482
6.42500472579756,0.248269203314896,-73.606903402105
27.0822902155927,0.110970185226919,-73.5669314653988
7.49040768790067,0.25462401067394,-73.0629064557369
17.6820551183795,-0.00638479794504408,-72.4657238430388
46.3133427122211,-0.120060189304219,-72.0291854420803
39.8185683704465,-0.112427998969676,-71.6284367766877
27.9792152493223,0.103363303019562,-71.3352254589671
6.90394131756178,0.248062694297398,-71.2126289859552
38.157468522471,0.0438954146075169,-71.0262541048446
53.5183216396631,-0.106111482214939,-70.8657228774068
27.733159078832,-0.0727817925068293,-70.6781301829435
10.4079100733541,0.0994436763982006,-69.9896827211679
7.11867489962775,0.245492287405184,-69.8984146888289
20.9350863707563,-0.0303858962423433,-69.7421181158848
12.6419197644921,0.0597012045753788,-69.6740349198647
22.4733579720278,-0.0412761780287767,-69.6422328951498
23.5075188289606,-0.0479165220980283,-69.5530562535843
6.99370310350269,0.208879906231056,-69.3299946968105
41.2494827537763,0.0232009184639861,-68.86789114028
30.4188630320334,0.0859766677932082,-68.6621134778206
13.6146462644535,0.0482505463357559,-67.7596770010962
16.5724055490892,0.0122438687103886,-67.4964147586373
7.90167402156338,0.240740857531347,-67.3821575663544
37.2231761823809,0.0435553797372245,-66.5339604485685
